Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR35320086_2	(165, 1.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 0.0)	(190, 0.0)	(195, 0.0)	(200, 0.0)	(205, 1.0)	(210, 0.0)	(215, 2.0)	(220, 98.0)	(225, 2.0)	(230, 1.0)	(235, 0.0)	(240, 1.0)	(245, 1.0)	(250, 0.0)	(255, 1.0)	(260, 2.0)	(265, 1.0)	(270, 0.0)	(275, 1.0)	(280, 6.0)	(285, 24.0)	(290, 3.0)	(295, 306.0)	(300, 36855.0)																						
SRR35320087_1	(30, 2.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 2.0)	(150, 1.0)	(160, 32.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 6.0)	(230, 1.0)	(240, 0.0)	(250, 2.0)	(260, 1.0)	(270, 2.0)	(280, 2.0)	(290, 962.0)	(300, 48753.0)																						
SRR35320087_2	(30, 2.0)	(40, 0.0)	(50, 1.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 2.0)	(150, 1.0)	(160, 27.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 1.0)	(220, 101.0)	(230, 2.0)	(240, 4.0)	(250, 4.0)	(260, 2.0)	(270, 3.0)	(280, 33.0)	(290, 226.0)	(300, 49357.0)																						
SRR35320088_1	(30, 1.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 329.0)	(170, 0.0)	(180, 2.0)	(190, 0.0)	(200, 2.0)	(210, 0.0)	(220, 6.0)	(230, 0.0)	(240, 1.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 649.0)	(300, 40074.0)																						
SRR35320088_2	(160, 1.0)	(165, 298.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 0.0)	(190, 0.0)	(195, 0.0)	(200, 1.0)	(205, 1.0)	(210, 0.0)	(215, 0.0)	(220, 69.0)	(225, 9.0)	(230, 2.0)	(235, 5.0)	(240, 2.0)	(245, 1.0)	(250, 0.0)	(255, 0.0)	(260, 3.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 2.0)	(285, 26.0)	(290, 5.0)	(295, 109.0)	(300, 40530.0)																					
SRR35320089_1	(30, 1.0)	(40, 0.0)	(50, 0.0)	(60, 2.0)	(70, 1.0)	(80, 3.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 1.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 1.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 1.0)	(290, 2125.0)	(300, 45608.0)																						
SRR35320089_2	(30, 1.0)	(40, 0.0)	(50, 0.0)	(60, 2.0)	(70, 1.0)	(80, 2.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 1.0)	(170, 0.0)	(180, 1.0)	(190, 0.0)	(200, 0.0)	(210, 4.0)	(220, 92.0)	(230, 3.0)	(240, 3.0)	(250, 0.0)	(260, 2.0)	(270, 2.0)	(280, 39.0)	(290, 375.0)	(300, 47215.0)																						
SRR35320090_1	(145, 2.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 7.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 0.0)	(190, 0.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 0.0)	(230, 0.0)	(235, 0.0)	(240, 0.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 0.0)	(285, 0.0)	(290, 0.0)	(295, 222.0)	(300, 44733.0)																		
SRR35320090_2	(145, 2.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 8.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 0.0)	(190, 0.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 1.0)	(220, 78.0)	(225, 0.0)	(230, 0.0)	(235, 0.0)	(240, 1.0)	(245, 1.0)	(250, 0.0)	(255, 1.0)	(260, 1.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 2.0)	(285, 17.0)	(290, 1.0)	(295, 296.0)	(300, 44555.0)																		
SRR35320091_1	(30, 1.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 1.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 4.0)	(170, 0.0)	(180, 9.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 1.0)	(270, 0.0)	(280, 0.0)	(290, 2957.0)	(300, 50006.0)																						
SRR35320091_2	(30, 1.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 4.0)	(170, 0.0)	(180, 8.0)	(190, 0.0)	(200, 1.0)	(210, 1.0)	(220, 116.0)	(230, 5.0)	(240, 2.0)	(250, 1.0)	(260, 5.0)	(270, 1.0)	(280, 25.0)	(290, 333.0)	(300, 52477.0)																						
SRR35320092_1	(30, 12.0)	(40, 15.0)	(50, 3.0)	(60, 2.0)	(70, 16.0)	(80, 6.0)	(90, 5.0)	(100, 2.0)	(110, 2.0)	(120, 1.0)	(130, 1.0)	(140, 5.0)	(150, 9.0)	(160, 7.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 3950.0)	(300, 68696.0)																						
SRR35320092_2	(30, 1.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 1.0)	(80, 2.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 5.0)	(190, 2.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 570.0)	(300, 72150.0)																						
SRR35320093_1	(30, 11.0)	(40, 0.0)	(50, 1.0)	(60, 0.0)	(70, 0.0)	(80, 2.0)	(90, 2.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 1.0)	(160, 0.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 5.0)	(280, 1.0)	(290, 2780.0)	(300, 36358.0)																						
SRR35320093_2	(30, 6.0)	(40, 2.0)	(50, 1.0)	(60, 0.0)	(70, 0.0)	(80, 3.0)	(90, 2.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 3.0)	(150, 1.0)	(160, 0.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 4.0)	(280, 1.0)	(290, 1546.0)	(300, 37595.0)																						
SRR35320094_1	(30, 6.0)	(40, 0.0)	(50, 2.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 1.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 1.0)	(170, 0.0)	(180, 15.0)	(190, 1.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 1.0)	(290, 2115.0)	(300, 44386.0)																						
SRR35320094_2	(30, 7.0)	(40, 0.0)	(50, 3.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 1.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 13.0)	(190, 1.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 1.0)	(290, 1268.0)	(300, 45236.0)																						
SRR35320095_1	(30, 2.0)	(40, 5.0)	(50, 1.0)	(60, 3.0)	(70, 8.0)	(80, 4.0)	(90, 1.0)	(100, 0.0)	(110, 1.0)	(120, 2.0)	(130, 5.0)	(140, 1.0)	(150, 5.0)	(160, 8.0)	(170, 1.0)	(180, 2.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 2.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 2636.0)	(300, 60032.0)																						
SRR35320095_2	(80, 2.0)	(85, 2.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 2.0)	(135, 2.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 6.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 7.0)	(190, 2.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 0.0)	(230, 0.0)	(235, 0.0)	(240, 1.0)	(245, 1.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 0.0)	(285, 0.0)	(290, 0.0)	(295, 150.0)	(300, 62544.0)					
SRR35320100_1	(30, 4.0)	(40, 7.0)	(50, 2.0)	(60, 6.0)	(70, 13.0)	(80, 4.0)	(90, 3.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 3.0)	(140, 2.0)	(150, 15.0)	(160, 12.0)	(170, 1.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 2.0)	(250, 2.0)	(260, 0.0)	(270, 2.0)	(280, 0.0)	(290, 8267.0)	(300, 80889.0)																						
SRR35320100_2	(30, 1.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 4.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 1.0)	(140, 0.0)	(150, 0.0)	(160, 7.0)	(170, 0.0)	(180, 10.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 2.0)	(250, 1.0)	(260, 0.0)	(270, 1.0)	(280, 0.0)	(290, 487.0)	(300, 88720.0)																						
SRR35320110_1	(30, 13.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 1.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 1.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 0.0)	(290, 2794.0)	(300, 39066.0)																						
SRR35320110_2	(30, 8.0)	(40, 0.0)	(50, 1.0)	(60, 0.0)	(70, 1.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 1.0)	(290, 1259.0)	(300, 40605.0)																						
SRR35320111_1	(30, 3.0)	(40, 1.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 2.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 13.0)	(170, 0.0)	(180, 4.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 1.0)	(260, 0.0)	(270, 1.0)	(280, 1.0)	(290, 4953.0)	(300, 55879.0)																						
SRR35320111_2	(30, 2.0)	(40, 1.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 2.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 11.0)	(170, 0.0)	(180, 3.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 1.0)	(290, 307.0)	(300, 60532.0)																						
SRR35320112_1	(30, 14.0)	(40, 0.0)	(50, 2.0)	(60, 1.0)	(70, 2.0)	(80, 1.0)	(90, 2.0)	(100, 1.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 1.0)	(160, 1.0)	(170, 0.0)	(180, 1.0)	(190, 0.0)	(200, 1.0)	(210, 0.0)	(220, 4.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 1.0)	(270, 3.0)	(280, 0.0)	(290, 7503.0)	(300, 54903.0)																						
SRR35320112_2	(30, 15.0)	(40, 0.0)	(50, 2.0)	(60, 1.0)	(70, 2.0)	(80, 1.0)	(90, 2.0)	(100, 1.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 1.0)	(160, 1.0)	(170, 0.0)	(180, 1.0)	(190, 0.0)	(200, 1.0)	(210, 0.0)	(220, 5.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 2.0)	(280, 0.0)	(290, 221.0)	(300, 62185.0)																						
SRR35320113_1	(30, 12.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 1.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 1.0)	(170, 1.0)	(180, 20.0)	(190, 0.0)	(200, 1.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 2.0)	(280, 0.0)	(290, 6815.0)	(300, 48436.0)																						
SRR35320113_2	(30, 12.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 1.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 1.0)	(170, 1.0)	(180, 18.0)	(190, 0.0)	(200, 1.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 198.0)	(300, 55057.0)																						
SRR35320114_1	(30, 8.0)	(40, 0.0)	(50, 0.0)	(60, 1.0)	(70, 0.0)	(80, 5.0)	(90, 1.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 8.0)	(170, 3.0)	(180, 0.0)	(190, 0.0)	(200, 1.0)	(210, 0.0)	(220, 2.0)	(230, 5.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 2.0)	(280, 0.0)	(290, 4180.0)	(300, 74133.0)																						
SRR35320114_2	(30, 8.0)	(40, 0.0)	(50, 0.0)	(60, 1.0)	(70, 0.0)	(80, 5.0)	(90, 1.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 7.0)	(170, 2.0)	(180, 0.0)	(190, 0.0)	(200, 1.0)	(210, 0.0)	(220, 1.0)	(230, 3.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 0.0)	(290, 255.0)	(300, 78064.0)																						
SRR35320115_1	(85, 1.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 1.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 0.0)	(190, 0.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 2.0)	(230, 0.0)	(235, 0.0)	(240, 0.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 4.0)	(275, 0.0)	(280, 0.0)	(285, 1.0)	(290, 0.0)	(295, 4508.0)	(300, 52261.0)						
SRR35320115_2	(85, 1.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 1.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 1.0)	(190, 0.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 2.0)	(230, 0.0)	(235, 0.0)	(240, 0.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 3.0)	(275, 0.0)	(280, 0.0)	(285, 0.0)	(290, 0.0)	(295, 295.0)	(300, 56475.0)						
SRR35320116_1	(30, 4.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 5.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 4.0)	(280, 3.0)	(290, 5306.0)	(300, 51992.0)																						
SRR35320116_2	(30, 4.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 4.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 3.0)	(280, 3.0)	(290, 236.0)	(300, 57064.0)																						
SRR35320117_1	(30, 9.0)	(40, 1.0)	(50, 1.0)	(60, 0.0)	(70, 0.0)	(80, 2.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 1.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 1.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 7033.0)	(300, 48385.0)																						
SRR35320117_2	(30, 8.0)	(40, 1.0)	(50, 1.0)	(60, 0.0)	(70, 0.0)	(80, 2.0)	(90, 0.0)	(100, 0.0)	(110, 1.0)	(120, 1.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 1.0)	(170, 0.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 253.0)	(300, 55166.0)																						
SRR35320118_1	(30, 4.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 2.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 4.0)	(290, 1124.0)	(300, 32926.0)																						
SRR35320118_2	(30, 3.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 2.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 2.0)	(290, 134.0)	(300, 33921.0)																						
SRR35320119_1	(30, 5.0)	(40, 10.0)	(50, 2.0)	(60, 1.0)	(70, 5.0)	(80, 4.0)	(90, 0.0)	(100, 1.0)	(110, 0.0)	(120, 0.0)	(130, 1.0)	(140, 0.0)	(150, 7.0)	(160, 163.0)	(170, 2.0)	(180, 9.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 3.0)	(230, 0.0)	(240, 1.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 1.0)	(290, 1404.0)	(300, 57999.0)																						
SRR35320119_2	(70, 1.0)	(75, 0.0)	(80, 3.0)	(85, 2.0)	(90, 0.0)	(95, 0.0)	(100, 1.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 1.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 136.0)	(170, 1.0)	(175, 0.0)	(180, 0.0)	(185, 14.0)	(190, 5.0)	(195, 1.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 3.0)	(230, 0.0)	(235, 0.0)	(240, 1.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 1.0)	(285, 0.0)	(290, 0.0)	(295, 191.0)	(300, 59257.0)			
SRR35320120_1	(30, 4.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 1.0)	(100, 0.0)	(110, 1.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 4.0)	(170, 0.0)	(180, 85.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 3.0)	(230, 0.0)	(240, 1.0)	(250, 0.0)	(260, 1.0)	(270, 2.0)	(280, 0.0)	(290, 2485.0)	(300, 57655.0)																						
SRR35320120_2	(30, 4.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 1.0)	(100, 0.0)	(110, 1.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 4.0)	(170, 0.0)	(180, 70.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 0.0)	(240, 1.0)	(250, 0.0)	(260, 0.0)	(270, 2.0)	(280, 0.0)	(290, 117.0)	(300, 60040.0)																						
SRR35320121_1	(30, 8.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 4.0)	(170, 0.0)	(180, 1.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 0.0)	(290, 1103.0)	(300, 36460.0)																						
SRR35320121_2	(30, 5.0)	(40, 0.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 3.0)	(170, 0.0)	(180, 1.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 0.0)	(290, 1404.0)	(300, 36163.0)																						
SRR35320122_1	(30, 12.0)	(40, 0.0)	(50, 1.0)	(60, 1.0)	(70, 1.0)	(80, 2.0)	(90, 0.0)	(100, 1.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 6.0)	(170, 0.0)	(180, 6.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 1.0)	(250, 1.0)	(260, 0.0)	(270, 1.0)	(280, 1.0)	(290, 2154.0)	(300, 38678.0)																						
SRR35320122_2	(30, 5.0)	(40, 0.0)	(50, 1.0)	(60, 1.0)	(70, 0.0)	(80, 2.0)	(90, 0.0)	(100, 1.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 6.0)	(170, 0.0)	(180, 5.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 1.0)	(250, 1.0)	(260, 1.0)	(270, 0.0)	(280, 1.0)	(290, 886.0)	(300, 39955.0)																						
SRR35320123_1	(30, 14.0)	(40, 0.0)	(50, 1.0)	(60, 0.0)	(70, 1.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 0.0)	(170, 1.0)	(180, 1.0)	(190, 1.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 1934.0)	(300, 36773.0)																						
SRR35320123_2	(30, 16.0)	(40, 0.0)	(50, 1.0)	(60, 0.0)	(70, 1.0)	(80, 0.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 0.0)	(170, 1.0)	(180, 1.0)	(190, 1.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 1068.0)	(300, 37637.0)																						
