Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR35320041_1	(0.0, 0.019393312539392655)	(1.0, 0.009696656269696327)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0038786625078785315)	(17.0, 0.011635987523635594)	(18.0, 0.011635987523635594)	(19.0, 0.011635987523635594)	(20.0, 0.009696656269696327)	(21.0, 0.005817993761817797)	(22.0, 0.008726990642726695)	(23.0, 0.009696656269696327)	(24.0, 0.011635987523635594)	(25.0, 0.004848328134848164)	(26.0, 0.007757325015757063)	(27.0, 0.007757325015757063)	(28.0, 0.0029089968809088984)	(29.0, 0.005817993761817797)	(30.0, 0.005817993761817797)	(31.0, 0.008726990642726695)	(32.0, 0.007757325015757063)	(33.0, 0.0)	(34.0, 0.004848328134848164)	(35.0, 0.005817993761817797)	(36.0, 0.005817993761817797)	(37.0, 0.010989543772322505)	(38.0, 0.010989543772322505)	(39.0, 0.006141215637474341)	(40.0, 0.011312765647979051)	(41.0, 0.019393312539392655)	(42.0, 0.028120303182119354)	(43.0, 0.04783683759716855)	(44.0, 0.08920923768120621)	(45.0, 0.22528564733261142)	(46.0, 3.0942030156601037)	(47.0, 5.729430967887891)	(48.0, 2.7590219306042627)	(49.0, 7.413093718182835)	(50.0, 16.470093895954893)	(51.0, 10.813711071965422)	(52.0, 6.576918725859189)	(53.0, 11.131761397611406)	(54.0, 11.668309711201259)	(55.0, 4.475653312216177)	(56.0, 3.9255296798487405)	(57.0, 4.963395122581896)	(58.0, 3.8932074922830915)	(59.0, 3.7985034827158017)	(60.0, 1.6371188002003836)	(61.0, 0.31158588813290866)	(62.0, 0.1305816377652439)	(63.0, 0.15191428155857584)	(64.0, 0.170984372222312)	(65.0, 0.030706078187371703)	(66.0, 0.08953245955686277)	(67.0, 0.10698644084231616)	(68.0, 0.023271975047271187)	(69.0, 0.0029089968809088984)	(70.0, 0.0009696656269696329)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320041_2	(0.0, 0.004212048564919955)	(1.0, 0.0021060242824599775)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0021060242824599775)	(21.0, 0.004212048564919955)	(22.0, 0.004212048564919955)	(23.0, 0.004212048564919955)	(24.0, 0.00842409712983991)	(25.0, 0.00842409712983991)	(26.0, 0.0021060242824599775)	(27.0, 0.0021060242824599775)	(28.0, 0.0021060242824599775)	(29.0, 0.0)	(30.0, 0.0021060242824599775)	(31.0, 0.006318072847379933)	(32.0, 0.010530121412299885)	(33.0, 0.006318072847379933)	(34.0, 0.006669076894456594)	(35.0, 0.005616064753226606)	(36.0, 0.004563052611996617)	(37.0, 0.00245702832953664)	(38.0, 0.006669076894456594)	(39.0, 0.0217622509187531)	(40.0, 0.02421927924828974)	(41.0, 0.033696388519359625)	(42.0, 0.08002892273347913)	(43.0, 0.18533013685647814)	(44.0, 0.15409077666665494)	(45.0, 0.3580241280181959)	(46.0, 1.802054777691585)	(47.0, 7.377052057410219)	(48.0, 15.624594151570578)	(49.0, 10.095578402018976)	(50.0, 5.712941870219763)	(51.0, 9.027473086764683)	(52.0, 17.488425641547664)	(53.0, 10.747743921487412)	(54.0, 6.631168457372317)	(55.0, 5.399144252133229)	(56.0, 3.153771362983816)	(57.0, 2.8522588865449623)	(58.0, 1.57355114304468)	(59.0, 0.6391783697266032)	(60.0, 0.4127807593621555)	(61.0, 0.1758530275854081)	(62.0, 0.0463325342141195)	(63.0, 0.012636145694759866)	(64.0, 0.02106024282459977)	(65.0, 0.0747638620273292)	(66.0, 0.05896867990887937)	(67.0, 0.04527952207288951)	(68.0, 0.0463325342141195)	(69.0, 0.018954218542139793)	(70.0, 0.0031590364236899664)	(71.0, 0.0)	(72.0, 0.0010530121412299887)	(73.0, 0.0021060242824599775)	(74.0, 0.0021060242824599775)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0010530121412299887)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320051_1	(0.0, 0.012826405293029922)	(1.0, 0.006413202646514961)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0016033006616287403)	(18.0, 0.004809901984886221)	(19.0, 0.011223104631401182)	(20.0, 0.012826405293029922)	(21.0, 0.014429705954658664)	(22.0, 0.016033006616287405)	(23.0, 0.013628055623844294)	(24.0, 0.008818153638958071)	(25.0, 0.004809901984886221)	(26.0, 0.009085370415896197)	(27.0, 0.01309362206996805)	(28.0, 0.005611552315700591)	(29.0, 0.004809901984886221)	(30.0, 0.008818153638958071)	(31.0, 0.007214852977329332)	(32.0, 0.0032066013232574806)	(33.0, 0.0016033006616287403)	(34.0, 0.0008016503308143701)	(35.0, 0.0032066013232574806)	(36.0, 0.008016503308143703)	(37.0, 0.011223104631401182)	(38.0, 0.008016503308143703)	(39.0, 0.005611552315700591)	(40.0, 0.009619803969772443)	(41.0, 0.017636307277916142)	(42.0, 0.025920027362997963)	(43.0, 0.03286766356338918)	(44.0, 0.05771882381863465)	(45.0, 0.18384514253342893)	(46.0, 2.702897698729118)	(47.0, 4.0705131630984335)	(48.0, 3.9184668170206423)	(49.0, 6.316737390040177)	(50.0, 12.711234862169963)	(51.0, 7.052385176950909)	(52.0, 5.805017262203743)	(53.0, 15.642870121957742)	(54.0, 13.614694784997393)	(55.0, 4.139187874771526)	(56.0, 5.101168271748738)	(57.0, 6.669196318821616)	(58.0, 6.308453669955105)	(59.0, 2.3750227134260555)	(60.0, 1.9822140513270008)	(61.0, 0.6557499706061566)	(62.0, 0.15311521318554477)	(63.0, 0.11543764763726931)	(64.0, 0.061727075472706505)	(65.0, 0.015231356285473032)	(66.0, 0.012024754962215552)	(67.0, 0.03286766356338918)	(68.0, 0.013628055623844294)	(69.0, 0.0032066013232574806)	(70.0, 0.0008016503308143701)	(71.0, 0.0008016503308143701)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320051_2	(0.0, 0.003415582456429975)	(1.0, 0.0017077912282149874)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0017077912282149874)	(22.0, 0.0017077912282149874)	(23.0, 0.0017077912282149874)	(24.0, 0.003415582456429975)	(25.0, 0.0017077912282149874)	(26.0, 0.0017077912282149874)	(27.0, 0.003415582456429975)	(28.0, 0.003415582456429975)	(29.0, 0.0017077912282149874)	(30.0, 0.0008538956141074937)	(31.0, 0.0017077912282149874)	(32.0, 0.007685060526967442)	(33.0, 0.00683116491285995)	(34.0, 0.004269478070537468)	(35.0, 0.004269478070537468)	(36.0, 0.005977269298752456)	(37.0, 0.00683116491285995)	(38.0, 0.004269478070537468)	(39.0, 0.010246747369289924)	(40.0, 0.008538956141074937)	(41.0, 0.01309306608298157)	(42.0, 0.04354867631948219)	(43.0, 0.13064602895844651)	(44.0, 0.11129106170534325)	(45.0, 0.2291286564521777)	(46.0, 1.6061776501361924)	(47.0, 5.326600840802542)	(48.0, 10.288588254381196)	(49.0, 11.832431524687554)	(50.0, 9.145791290834)	(51.0, 9.247689500784164)	(52.0, 14.782925503300318)	(53.0, 12.437274251347022)	(54.0, 7.2598205111419105)	(55.0, 5.845484742308532)	(56.0, 5.220717784653217)	(57.0, 2.877628219542254)	(58.0, 1.2506724427961091)	(59.0, 0.7739140582527584)	(60.0, 0.806077459717474)	(61.0, 0.35095109739817987)	(62.0, 0.11100642983397419)	(63.0, 0.08908977573854851)	(64.0, 0.03842530263483721)	(65.0, 0.017077912282149874)	(66.0, 0.01622401666804238)	(67.0, 0.014516225439827394)	(68.0, 0.020493494738579848)	(69.0, 0.011100642983397418)	(70.0, 0.005977269298752456)	(71.0, 0.0017077912282149874)	(72.0, 0.0008538956141074937)	(73.0, 0.0008538956141074937)	(74.0, 0.0008538956141074937)	(75.0, 0.0008538956141074937)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0017077912282149874)	(80.0, 0.0008538956141074937)	(81.0, 0.0)	(82.0, 0.0008538956141074937)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320062_1	(0.0, 0.007206947497387527)	(1.0, 0.0036034737486937635)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0012011579162312545)	(13.0, 0.0012011579162312545)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.005405210623040646)	(17.0, 0.005405210623040646)	(18.0, 0.005405210623040646)	(19.0, 0.010810421246081291)	(20.0, 0.010810421246081291)	(21.0, 0.012612158120428173)	(22.0, 0.010810421246081291)	(23.0, 0.010810421246081291)	(24.0, 0.011711289683254732)	(25.0, 0.015314763431948495)	(26.0, 0.010810421246081291)	(27.0, 0.0036034737486937635)	(28.0, 0.0036034737486937635)	(29.0, 0.006306079060214086)	(30.0, 0.007206947497387527)	(31.0, 0.007206947497387527)	(32.0, 0.006306079060214086)	(33.0, 0.0036034737486937635)	(34.0, 0.002702605311520323)	(35.0, 0.004804631664925018)	(36.0, 0.0066063685392718985)	(37.0, 0.008107815934560968)	(38.0, 0.006306079060214086)	(39.0, 0.008107815934560968)	(40.0, 0.010810421246081291)	(41.0, 0.008107815934560968)	(42.0, 0.010810421246081291)	(43.0, 0.014714184473832865)	(44.0, 0.036935605924111076)	(45.0, 0.10269900183777225)	(46.0, 0.6678438014245776)	(47.0, 2.02305022041249)	(48.0, 7.277815814445159)	(49.0, 10.557277215235708)	(50.0, 25.684960301730246)	(51.0, 9.897841519224732)	(52.0, 8.285587306163091)	(53.0, 7.894009825471797)	(54.0, 7.7321537962596345)	(55.0, 3.952710412838003)	(56.0, 4.80132848065537)	(57.0, 3.770434699049917)	(58.0, 2.5341429137688936)	(59.0, 2.166888880881177)	(60.0, 1.262116680479984)	(61.0, 0.49367590357104446)	(62.0, 0.10359987027494565)	(63.0, 0.20960205638235427)	(64.0, 0.23572724106038417)	(65.0, 0.023122289887451648)	(66.0, 0.016816210827237565)	(67.0, 0.021020263534046953)	(68.0, 0.005705500102098459)	(69.0, 0.0009008684371734409)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320062_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.00186712307452933)	(17.0, 0.00186712307452933)	(18.0, 0.00373424614905866)	(19.0, 0.00373424614905866)	(20.0, 0.0)	(21.0, 0.00186712307452933)	(22.0, 0.00373424614905866)	(23.0, 0.00373424614905866)	(24.0, 0.002800684611793995)	(25.0, 0.00373424614905866)	(26.0, 0.006534930760852656)	(27.0, 0.004667807686323325)	(28.0, 0.002800684611793995)	(29.0, 0.00373424614905866)	(30.0, 0.004667807686323325)	(31.0, 0.00746849229811732)	(32.0, 0.00373424614905866)	(33.0, 0.00373424614905866)	(34.0, 0.004667807686323325)	(35.0, 0.002800684611793995)	(36.0, 0.00560136922358799)	(37.0, 0.00746849229811732)	(38.0, 0.00560136922358799)	(39.0, 0.007157305119029098)	(40.0, 0.00964680255173487)	(41.0, 0.017426482028940416)	(42.0, 0.058814376847673926)	(43.0, 0.16119495876769893)	(44.0, 0.18671230745293324)	(45.0, 0.33826046366889656)	(46.0, 1.196825890773301)	(47.0, 4.4888750583476)	(48.0, 25.09382293449509)	(49.0, 17.5615372646647)	(50.0, 8.067838805041227)	(51.0, 10.761163840049795)	(52.0, 11.427104403298591)	(53.0, 6.4163684456200425)	(54.0, 5.610704838960637)	(55.0, 3.2621751983818283)	(56.0, 2.674031429905089)	(57.0, 1.4165240392095848)	(58.0, 0.519371401898242)	(59.0, 0.3491520149369847)	(60.0, 0.16617395363311038)	(61.0, 0.03827602302785127)	(62.0, 0.01493698459623464)	(63.0, 0.004667807686323325)	(64.0, 0.006534930760852656)	(65.0, 0.013069861521705311)	(66.0, 0.008402053835381985)	(67.0, 0.00933561537264665)	(68.0, 0.008402053835381985)	(69.0, 0.000933561537264665)	(70.0, 0.000933561537264665)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.00186712307452933)	(75.0, 0.0)	(76.0, 0.000933561537264665)	(77.0, 0.000933561537264665)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.000933561537264665)	(82.0, 0.000933561537264665)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.00186712307452933)	(86.0, 0.00186712307452933)	(87.0, 0.0)	(88.0, 0.000933561537264665)	(89.0, 0.00186712307452933)	(90.0, 0.000933561537264665)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320071_1	(0.0, 0.004077499677197911)	(1.0, 0.0020387498385989553)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0013591665590659704)	(13.0, 0.0013591665590659704)	(14.0, 0.0)	(15.0, 0.0020387498385989553)	(16.0, 0.008154999354395821)	(17.0, 0.006116249515796866)	(18.0, 0.004077499677197911)	(19.0, 0.008154999354395821)	(20.0, 0.010193749192994777)	(21.0, 0.012232499031593732)	(22.0, 0.012232499031593732)	(23.0, 0.011213124112294255)	(24.0, 0.01325187395089321)	(25.0, 0.014271248870192687)	(26.0, 0.011213124112294255)	(27.0, 0.004077499677197911)	(28.0, 0.008154999354395821)	(29.0, 0.017329373628091123)	(30.0, 0.015290623789492166)	(31.0, 0.008154999354395821)	(32.0, 0.004077499677197911)	(33.0, 0.0020387498385989553)	(34.0, 0.0020387498385989553)	(35.0, 0.004077499677197911)	(36.0, 0.004077499677197911)	(37.0, 0.004077499677197911)	(38.0, 0.005096874596497388)	(39.0, 0.004077499677197911)	(40.0, 0.006116249515796866)	(41.0, 0.01936812346669008)	(42.0, 0.02548437298248694)	(43.0, 0.021406873305289034)	(44.0, 0.03601791381524821)	(45.0, 0.14441144690075935)	(46.0, 1.3489728098729754)	(47.0, 1.6061950811762098)	(48.0, 1.1155359533533955)	(49.0, 2.725468742567041)	(50.0, 13.87777015134319)	(51.0, 9.855996303066867)	(52.0, 13.134306043534485)	(53.0, 13.628363087754716)	(54.0, 13.719087455572188)	(55.0, 5.180123548240175)	(56.0, 6.074115352465773)	(57.0, 5.581417474804389)	(58.0, 3.672807834236046)	(59.0, 2.0924369176820528)	(60.0, 1.4961025898918643)	(61.0, 1.8508450618080614)	(62.0, 1.0360247096480426)	(63.0, 0.7349693168149257)	(64.0, 0.696233069881545)	(65.0, 0.06388082827610063)	(66.0, 0.027183331181319405)	(67.0, 0.013591665590659703)	(68.0, 0.0020387498385989553)	(69.0, 0.0010193749192994777)	(70.0, 0.0010193749192994777)	(71.0, 0.0020387498385989553)	(72.0, 0.003058124757898433)	(73.0, 0.0010193749192994777)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0010193749192994777)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320071_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0021712619012292955)	(25.0, 0.006513785703687887)	(26.0, 0.006513785703687887)	(27.0, 0.004342523802458591)	(28.0, 0.007599416654302534)	(29.0, 0.008685047604917182)	(30.0, 0.008685047604917182)	(31.0, 0.007599416654302534)	(32.0, 0.008685047604917182)	(33.0, 0.006513785703687887)	(34.0, 0.007599416654302534)	(35.0, 0.0054281547530732385)	(36.0, 0.0)	(37.0, 0.004342523802458591)	(38.0, 0.0054281547530732385)	(39.0, 0.010132555539070043)	(40.0, 0.006513785703687887)	(41.0, 0.00796129363784075)	(42.0, 0.03618769835382159)	(43.0, 0.09517364667055075)	(44.0, 0.0984305395223947)	(45.0, 0.20156547983078643)	(46.0, 1.1134954783470923)	(47.0, 2.5971911108537764)	(48.0, 10.621813220813719)	(49.0, 14.099812909599512)	(50.0, 12.241574599130772)	(51.0, 12.977632383647508)	(52.0, 13.015267589935476)	(53.0, 7.813647828557156)	(54.0, 8.842102215772767)	(55.0, 5.0416701346544235)	(56.0, 2.2664355478998464)	(57.0, 2.0692125918715183)	(58.0, 1.6320651957573535)	(59.0, 1.902387302460401)	(60.0, 1.8376113224070603)	(61.0, 0.8670572525575654)	(62.0, 0.20916489648508876)	(63.0, 0.0705660117899521)	(64.0, 0.11616251171576732)	(65.0, 0.0705660117899521)	(66.0, 0.02750265074890441)	(67.0, 0.005790031736611454)	(68.0, 0.0010856309506146477)	(69.0, 0.0010856309506146477)	(70.0, 0.0010856309506146477)	(71.0, 0.0032568928518439434)	(72.0, 0.0)	(73.0, 0.0010856309506146477)	(74.0, 0.0021712619012292955)	(75.0, 0.0032568928518439434)	(76.0, 0.0010856309506146477)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0010856309506146477)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR35320072_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0014910388564725865)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0014910388564725865)	(39.0, 0.0014910388564725865)	(40.0, 0.0014910388564725865)	(41.0, 0.0014910388564725865)	(42.0, 0.0044731165694177595)	(43.0, 0.007455194282362932)	(44.0, 0.03230584189023937)	(45.0, 0.23061400980109334)	(46.0, 2.714684744684422)	(47.0, 3.275315354718115)	(48.0, 4.691305255414919)	(49.0, 11.463603741512927)	(50.0, 25.149849405076672)	(51.0, 10.140058249917828)	(52.0, 9.069492350970503)	(53.0, 5.980556853311569)	(54.0, 4.6927962942713926)	(55.0, 5.196270414806984)	(56.0, 7.203705728571233)	(57.0, 4.527290981202957)	(58.0, 2.0302979095635036)	(59.0, 1.538255086927557)	(60.0, 1.360324450055161)	(61.0, 0.3692806234530441)	(62.0, 0.08896531843619768)	(63.0, 0.10884583652249881)	(64.0, 0.08648025367541005)	(65.0, 0.02435363465571892)	(66.0, 0.0044731165694177595)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0014910388564725865)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
